1	216
1	8854
1	219
1	217
1	218
1	224
2	124
2	125
2	126
2	130
2	131
3	1386
3	1147
3	3458
3	3551
3	3558
3	3565
3	3725
3	4214
3	4217
3	11183
3	1432
3	5599
3	4790
3	4792
3	5970
3	3604
3	8744
4	183
4	185
4	186
4	1215
4	1282
4	1284
4	1285
4	1286
4	1287
4	1288
5	1636
5	183
5	185
5	186
5	624
5	3827
5	4846
6	1544
6	1571
6	9970
6	5742
7	43
7	1103
7	1119
7	5130
7	5160
7	5161
7	10400
8	207
8	572
8	1140
8	1146
8	4593
8	5290
8	5295
8	2185
8	5913
8	6714
8	7015
9	58
9	10097
9	10096
9	10552
9	10095
9	10109
9	10094
9	10093
9	4690
9	10787
9	4914
9	8544
9	5688
9	5879
9	8936
9	10163
9	10810
10	408
10	2778
10	2782
10	2792
10	5567
10	5568
10	5573
10	5576
10	5577
10	5578
11	210
11	211
11	212
11	51327
11	2235
11	3039
11	3040
11	3043
11	3145
11	7389
12	11214
12	1902
12	9170
12	23566
12	2768
12	5567
12	5568
12	5571
12	5576
13	10142
13	983
13	4133
13	5499
13	5515
13	5567
13	5568
13	5571
13	5576
13	5577
13	5581
14	207
14	572
14	842
14	1147
14	2688
14	2690
14	4790
14	4792
14	5170
14	5290
14	5295
14	5515
14	5970
15	16
15	18
15	158
15	159
15	189
15	435
15	440
15	443
15	790
15	1384
15	1615
15	8528
15	2571
15	2572
15	2805
15	2806
15	2875
15	4677
16	26
16	8639
16	1066
17	90
17	324
17	1386
17	8312
17	650
17	652
17	653
17	655
17	657
17	659
17	8646
17	1499
17	8321
17	2626
17	2932
17	6885
17	4208
17	4633
17	1482
17	4878
17	4879
17	5981
17	7040
17	7042
17	7043
17	7046
17	7048
17	7049
18	718
18	727
18	729
18	730
18	731
18	735
19	16
19	833
19	1615
19	2058
19	10667
19	2617
19	3035
19	3376
19	3735
19	51520
19	23395
19	4141
19	4677
19	5859
19	5917
19	6301
19	6897
19	7453
19	10352
20	1727
20	2645
20	2673
20	10007
20	3073
20	3074
20	3098
20	3099
20	3101
20	5238
21	915
21	916
21	917
21	920
21	1387
21	1445
21	2778
21	2782
21	2792
21	3122
21	3123
21	3932
21	5567
21	5568
21	5573
21	5576
21	5577
21	5788
22	1109
22	411
22	414
22	415
22	1584
22	1585
22	3290
22	3294
22	3284
22	6715
22	6716
22	6783
22	6822
22	54578
22	7366
23	317
23	572
23	581
23	596
23	598
23	10018
23	637
23	329
23	330
23	331
23	332
23	665
23	834
23	843
23	835
23	836
23	837
23	839
23	840
23	841
23	842
23	1147
23	1676
23	1677
23	8772
23	355
23	356
23	3002
23	8739
23	3551
23	8517
23	3659
23	3660
23	3661
23	3662
23	3663
23	3664
23	3665
23	3725
23	4049
23	6416
23	4214
23	5602
23	4193
23	4609
23	4790
23	4792
23	4793
23	4794
23	5551
23	5970
23	8737
23	7124
23	8795
23	7132
23	7133
23	27242
23	8718
23	8743
23	7157
23	7161
23	7185
23	7186
24	317
24	581
24	596
24	598
24	637
24	329
24	330
24	331
24	835
24	836
24	839
24	840
24	841
24	842
24	8772
24	355
24	356
24	3002
24	8517
24	3725
24	6416
24	4214
24	9020
24	5602
24	4170
24	4193
24	4609
24	4790
24	4792
24	142
24	5551
24	5970
24	8737
24	7124
24	7132
24	7133
24	8743
24	7157
24	7185
25	317
25	572
25	581
25	596
25	597
25	598
25	599
25	666
25	834
25	843
25	835
25	836
25	837
25	839
25	840
25	841
25	842
25	958
25	959
25	8738
25	1616
25	1676
25	1677
25	8772
25	355
25	356
25	8739
25	9641
25	4049
25	4170
25	4790
25	4792
25	4803
25	4804
25	2908
25	4914
25	5783
25	8737
25	9169
25	10342
25	7124
25	7132
25	7133
25	7185
25	7186
25	7187
26	375
26	55738
26	26286
26	10564
26	116985
26	1211
26	1212
26	1314
26	50807
26	8853
26	8729
26	2822
26	10945
26	9267
26	9266
26	9265
27	1385
27	2353
27	3725
27	9817
27	23764
27	4097
27	7975
27	5594
27	1432
27	5599
27	4780
27	5578
28	25
28	1029
28	1869
28	4193
28	4609
28	5290
28	5295
28	84172
28	9533
28	51082
28	5879
28	5925
28	6909
28	7157
29	26
29	216
29	8854
29	219
29	217
29	218
29	224
29	8659
29	223
29	8639
29	383
29	384
29	435
29	1152
29	1158
29	1160
29	1373
29	2746
29	2805
29	2806
29	4128
29	4129
29	4842
29	4843
29	4846
29	4942
29	4953
29	5009
29	8974
29	5034
29	5917
30	8659
30	383
30	2744
30	2746
30	4942
31	940
31	920
31	941
31	3122
31	3123
31	3586
31	3558
